,Novel Name,Novel Date,Novel Url,Writer Url,Num Submissions,Avg Submission,Min Submission,Min Day,Max Submission,Max Day,Standard Deviation
259,Margery,November 2014,http://nanowrimo.org/participants/grant-faulkner/novels/margery,http://nanowrimo.org/participants/Grant-Faulkner/novels,26,1923.19230769,135,4,5874,30,1545.45158995
260,The Letters,November 2013,http://nanowrimo.org/participants/grant-faulkner/novels/the-letters-368962,http://nanowrimo.org/participants/Grant-Faulkner/novels,19,2699.10526316,0,1,6901,19,2013.96615491
261,The Fantasist,November 2012,http://nanowrimo.org/participants/grant-faulkner/novels/the-fantasist-180142,http://nanowrimo.org/participants/Grant-Faulkner/novels,18,2865.11111111,1000,13,6760,22,1762.64094437
262,From the Papers of One Still Living,November 2011,http://nanowrimo.org/participants/grant-faulkner/novels/from-the-papers-of-one-still-living,http://nanowrimo.org/participants/Grant-Faulkner/novels,2,26.0,0,1,52,30,26.0
263,Into the Darkness,November 2015,http://nanowrimo.org/participants/greenphoenixrain/novels/into-the-darkness-912865,http://nanowrimo.org/participants/greenphoenixrain/novels,27,1852.03703704,461,5,4531,14,1211.96591082
264,Dragon's Keep,November 2014,http://nanowrimo.org/participants/greenphoenixrain/novels/dragon-s-keep-694530,http://nanowrimo.org/participants/greenphoenixrain/novels,27,1853.96296296,503,14,6683,22,1496.25461988
265,Something Fantasy,November 2013,http://nanowrimo.org/participants/greenphoenixrain/novels/something-fantasy,http://nanowrimo.org/participants/greenphoenixrain/novels,29,1725.24137931,118,11,4181,10,821.980184977
266,Into a Dream (working title),November 2012,http://nanowrimo.org/participants/greenphoenixrain/novels/into-a-dream-working-title,http://nanowrimo.org/participants/greenphoenixrain/novels,29,1724.75862069,70,17,4139,25,1114.27086582
267,Coming Soon...,November 2011,http://nanowrimo.org/participants/greenphoenixrain/novels/coming-soon,http://nanowrimo.org/participants/greenphoenixrain/novels,28,1786.75,224,18,4173,29,891.036059275
268,Two Dimensions of Mirrors,November 2010,http://nanowrimo.org/participants/greenphoenixrain/novels/two-dimensions-of-mirrors,http://nanowrimo.org/participants/greenphoenixrain/novels,1,0.0,0,1,0,1,0.0
269,"Watson & Max (A Thief, A Child, The Bomb)",November 2015,http://nanowrimo.org/participants/hsparks/novels/watson-max-a-thief-a-child-the-bomb,http://nanowrimo.org/participants/hsparks/novels,26,1943.30769231,0,1,6110,28,1617.9950739
270,East of the Sun,November 2015,http://nanowrimo.org/participants/ixy-pixy/novels/east-of-the-sun-948943,http://nanowrimo.org/participants/Ixy-Pixy/novels,14,4004.71428571,889,3,13696,15,3053.89861906
271,Untitled,November 2014,http://nanowrimo.org/participants/ixy-pixy/novels/novel-593879,http://nanowrimo.org/participants/Ixy-Pixy/novels,11,4547.09090909,-2301,20,15710,16,4303.66073465
272,Witch Seed,November 2013,http://nanowrimo.org/participants/ixy-pixy/novels/witch-seed,http://nanowrimo.org/participants/Ixy-Pixy/novels,13,4437.53846154,0,1,15125,17,3878.2809954
273,Shifting,November 2012,http://nanowrimo.org/participants/ixy-pixy/novels/shifting-185115,http://nanowrimo.org/participants/Ixy-Pixy/novels,18,3335.66666667,894,5,8280,18,2382.45039589
274,Pulling Rank,November 2011,http://nanowrimo.org/participants/ixy-pixy/novels/pulling-rank,http://nanowrimo.org/participants/Ixy-Pixy/novels,19,2896.63157895,-766,21,11359,17,3175.45017464
275,Silver Alliance,November 2010,http://nanowrimo.org/participants/ixy-pixy/novels/silver-alliance,http://nanowrimo.org/participants/Ixy-Pixy/novels,1,0.0,0,1,0,1,0.0
276,Way of the Wendigo,November 2009,http://nanowrimo.org/participants/ixy-pixy/novels/way-of-the-wendigo,http://nanowrimo.org/participants/Ixy-Pixy/novels,1,0.0,0,1,0,1,0.0
277,The Apartment,November 2008,http://nanowrimo.org/participants/ixy-pixy/novels/the-apartment-994472,http://nanowrimo.org/participants/Ixy-Pixy/novels,1,0.0,0,1,0,1,0.0
278,Elemental: Volume 1,November 2007,http://nanowrimo.org/participants/ixy-pixy/novels/elemental-volume-1,http://nanowrimo.org/participants/Ixy-Pixy/novels,1,0.0,0,1,0,1,0.0
279,Untitled,November 2006,http://nanowrimo.org/participants/ixy-pixy/novels/novel-994473,http://nanowrimo.org/participants/Ixy-Pixy/novels,1,0.0,0,1,0,1,0.0
280,Untitled,November 2005,http://nanowrimo.org/participants/ixy-pixy/novels/novel-994420,http://nanowrimo.org/participants/Ixy-Pixy/novels,1,0.0,0,1,0,1,0.0
281,Untitled,November 2004,http://nanowrimo.org/participants/ixy-pixy/novels/novel-994418,http://nanowrimo.org/participants/Ixy-Pixy/novels,1,0.0,0,1,0,1,0.0
282,Untitled,November 2003,http://nanowrimo.org/participants/ixy-pixy/novels/novel-994417,http://nanowrimo.org/participants/Ixy-Pixy/novels,1,0.0,0,1,0,1,0.0
283,I Remember,November 2015,http://nanowrimo.org/participants/jjfid/novels/i-remember-977051,http://nanowrimo.org/participants/jjfid/novels,4,1868.0,0,1,3296,10,1188.44520278
284,One Summer,November 2014,http://nanowrimo.org/participants/jjfid/novels/one-summer-667632,http://nanowrimo.org/participants/jjfid/novels,7,1580.71428571,0,1,3820,12,1258.04459543
285,Dani Anne,November 2009,http://nanowrimo.org/participants/jjfid/novels/dani-anne,http://nanowrimo.org/participants/jjfid/novels,1,0.0,0,1,0,1,0.0
286,The Very Thought,November 2008,http://nanowrimo.org/participants/jjfid/novels/the-very-thought,http://nanowrimo.org/participants/jjfid/novels,1,0.0,0,1,0,1,0.0
